Geo_Code,Region,Province,Province - Postal,Latitude,Longitude,English and French, English only,French only,Neither English nor French,Average number of children at home per census family,Average number of persons in private households,Average number of persons per census family,Census-family households,Number of census family persons,Population in 2011,Total Private dwellings occupied by usual residents,Total children in census families in private households,Total couple families by family structure and number of children,Total number of census families in private households: note 7,Total number of census families in private households: note 8,Total number of persons aged 65 years and over in private households,Total number of persons in private households,Total private dwellings
V1P,Kelowna East,British Columbia,BC,49.8959,-119.1724,350,6700,5,30,1,2.8,2.9,2035,6260,7088,2485,2205,1920,2135,2140,630,7080,3111
V1R,Trail,British Columbia,BC,49.0998,-117.7022,300,9480,0,25,0.8,2.1,2.7,2800,7530,9989,4710,2335,2375,2820,2820,2065,9700,5120
V1S,Kamloops Southwest,British Columbia,BC,50.5583,-120.5477,625,9690,0,25,1,2.6,2.9,3065,9000,10530,3984,3055,2815,3130,3130,1165,10340,4312
V1T,Vernon Central,British Columbia,BC,50.2604,-119.2774,1565,24590,10,155,0.9,2.1,2.7,6970,19060,27120,12014,6360,5585,7120,7120,5400,25670,12931
V1V,Kelowna North,British Columbia,BC,49.9497,-119.4339,1325,17355,10,60,0.9,2.5,2.8,5635,16000,18855,7596,5130,5095,5775,5775,3110,18730,8299
V1W,Kelowna Southwest,British Columbia,BC,49.812,-119.5076,2535,28620,20,105,0.9,2.4,2.8,9150,26375,31679,12712,8710,8335,9325,9325,6345,31065,14010
V1X,Kelowna East Central,British Columbia,BC,50.0528,-119.2858,1415,30140,5,270,0.9,2.4,2.7,8720,24835,32197,13122,8530,7235,9080,9080,5110,31630,14523
V1Y,Kelowna Central,British Columbia,BC,49.8928,-119.4852,2345,28010,15,90,0.7,2,2.5,7610,19485,31344,15293,5450,6310,7730,7725,5935,29905,17438
V1Z,Kelowna West,British Columbia,BC,49.8625,-119.5833,855,12495,5,20,0.9,2.6,2.8,4065,11720,13381,5151,3825,3690,4205,4210,2060,13370,6005
V2A,Penticton,British Columbia,BC,49.4806,-119.5858,2280,33570,10,205,0.8,2.1,2.6,10150,27070,36594,16750,8105,8585,10385,10380,8750,35430,18145
V2B,Kamloops Northwest,British Columbia,BC,50.8349,-120.5071,1505,35140,10,210,1,2.4,2.7,10395,29425,37512,15352,10195,8520,10710,10715,5825,36700,16089
V2C,Kamloops Central and Southeast,British Columbia,BC,50.5437,-120.0937,1475,20695,5,80,0.8,2.2,2.7,6030,16395,22781,10181,4955,5265,6175,6180,3865,21995,10957
V2E,Kamloops South and West,British Columbia,BC,50.6619,-120.3212,965,13050,0,40,1.1,2.6,2.9,4030,11960,14076,5273,4385,3470,4105,4105,1345,13915,5491
V2G,Williams Lake,British Columbia,BC,52.1415,-122.1445,745,17395,5,80,1,2.4,2.8,5270,14985,18409,7592,5130,4470,5385,5385,2385,18180,8294
V2H,Kamloops North,British Columbia,BC,50.7262,-120.1659,240,5810,0,15,0.8,2.4,2.7,1935,5265,6066,2493,1565,1720,1980,1980,940,6065,2723
V2J,Quesnel,British Columbia,BC,52.9784,-122.4931,865,22000,5,85,0.9,2.4,2.8,6725,19015,23107,9658,6375,5775,6865,6865,3330,22920,10322
V2K,Prince George North,British Columbia,BC,54.0508,-122.9221,1015,19415,5,20,1,2.6,2.9,6110,17860,20478,8000,6265,5370,6230,6230,2040,20420,8516
V2L,Prince George East Central,British Columbia,BC,53.9078,-122.7473,430,8510,5,25,1,2.1,2.7,2190,6135,9470,4202,2315,1560,2255,2255,1305,8880,4975
V2M,Prince George West Central,British Columbia,BC,53.9127,-122.8708,1205,21450,5,100,1,2.3,2.8,6115,17435,23054,9776,6390,4800,6240,6245,2705,22565,10721
V2N,Prince George South,British Columbia,BC,53.6408,-122.954,1555,29180,5,170,1,2.6,2.9,8945,26560,30969,11873,9540,7845,9170,9170,3115,30880,12786
V2P,Chilliwack Central,British Columbia,BC,49.1838,-121.9046,1430,32605,10,105,1.1,2.3,2.9,9080,26525,34689,14590,9805,7435,9290,9290,5700,33805,15586
V2R,Chilliwack West,British Columbia,BC,49.076,-121.9883,2210,41485,5,215,1,2.6,2.9,12840,38180,44088,16796,13580,11385,13215,13215,7335,43850,17992
V2S,Abbotsford Southeast,British Columbia,BC,49.0423,-122.2835,2375,42170,15,875,1.1,2.5,2.9,12080,36470,46674,18227,13495,10385,12585,12590,6575,44815,19648
V2T,Abbotsford Southwest,British Columbia,BC,49.0384,-122.3485,1785,44625,15,6135,1.2,3.1,3,12615,44945,52912,17132,17425,12735,14785,14785,8095,52325,18449
V2V,Mission East,British Columbia,BC,49.6463,-122.5047,1720,29095,5,460,1.1,2.7,3,8415,26405,31985,11426,10230,7260,8910,8910,3630,31065,12803
V2W,Maple Ridge East,British Columbia,BC,49.2068,-122.4851,1055,15185,10,110,1.3,3.1,3.2,4520,14900,16376,5239,6000,4170,4735,4735,1310,16355,5502
V2X,Maple Ridge West,British Columbia,BC,49.2196,-122.6164,2915,42660,10,350,1.1,2.5,2.9,12750,37845,46460,18455,14060,10640,13150,13150,6110,45720,19127
V2Y,Langley Township Northwest,British Columbia,BC,49.1285,-122.6236,1220,22160,10,425,1.2,2.9,3.1,6450,20965,23950,8170,8245,5895,6830,6830,2165,23765,8820
V2Z,Langley Township Southwest,British Columbia,BC,49.0483,-122.5997,730,14210,0,90,1,2.6,2.9,4280,12840,15090,5709,4415,3935,4490,4490,2740,14980,5989
V3A,Langley City,British Columbia,BC,49.0997,-122.6526,2145,37410,10,475,1,2.3,2.9,10850,31935,40689,16995,11485,9290,11160,11160,5895,39830,17723
V3B,Port Coquitlam Central,British Columbia,BC,49.274,-122.7649,2805,44830,45,1960,1.1,2.6,3,13820,42780,49852,18768,16485,11895,14400,14405,5610,49625,19649
V3C,Port Coquitlam South,British Columbia,BC,49.2436,-122.7865,2695,33340,20,830,1.1,2.7,3,10300,31865,37575,13710,12130,9010,10725,10725,3795,36775,14230
V3E,Port Coquitlam North,British Columbia,BC,49.3167,-122.7384,2030,30080,20,1825,1.3,3.2,3.2,9295,31310,33970,10698,12895,8545,9875,9870,2620,33955,11253
V3G,Abbotsford East,British Columbia,BC,49.0754,-122.178,1315,21645,10,260,1.2,3,3.1,6415,21065,23259,7745,8330,5990,6750,6750,2295,23225,8135
V3H,Port Moody,British Columbia,BC,49.3231,-122.8626,2835,32850,20,740,1.1,2.6,3,10405,31705,36534,13825,11805,9240,10660,10660,3290,36395,14297
V3J,Coquitlam North,British Columbia,BC,49.265,-122.8716,2575,35395,10,1430,1.1,2.5,3,10520,32365,39659,15550,12285,9175,10905,10910,5005,39405,16378
V3K,Coquitlam South,British Columbia,BC,49.2366,-122.8521,2100,26265,15,1095,1.1,2.6,2.9,7905,24350,29992,11266,9050,6970,8325,8325,3460,29290,11969
V3L,New Westminster Northeast,British Columbia,BC,49.2201,-122.8998,2330,22405,10,400,0.9,2.1,2.8,6575,18740,25743,11679,6240,5740,6760,6760,3265,25070,12420
V3M,New Westminster Southwest (Includes Annacis Island),British Columbia,BC,49.1886,-122.9384,2835,35870,30,1240,0.9,2.1,2.7,10015,28585,40183,18894,9285,8780,10510,10515,5075,39970,20170
V3N,Burnaby (East Big Bend / Stride Avenue / Edmonds / Cariboo-Armstrong),British Columbia,BC,49.2275,-122.9301,1890,32655,25,2255,1.1,2.7,3,9750,30785,37216,13588,11830,8560,10395,10395,3605,36815,14292
V3R,Surrey North,British Columbia,BC,49.1948,-122.8131,2135,49695,35,2930,1.2,2.8,3,14045,46115,55219,19349,18865,12125,15120,15120,5940,54675,20532
V3S,Surrey East,British Columbia,BC,49.0791,-122.7553,5130,95300,35,4395,1.2,3.1,3.1,27400,93145,105549,33638,36620,26325,30205,30205,10760,104460,35958
V3T,Surrey Inner Northwest,British Columbia,BC,49.1894,-122.8454,1405,29845,30,1695,1.1,2.5,2.9,7905,25055,33444,13128,9720,6750,8590,8590,3190,32780,15001
V3V,Surrey Outer Northwest,British Columbia,BC,49.1889,-122.873,1455,40065,25,4985,1.3,3.4,3.2,10600,40480,46707,13614,16955,10755,12770,12770,4735,46505,14803
V3W,Surrey Upper West,British Columbia,BC,49.141,-122.8569,2900,75605,55,10410,1.3,3.4,3.2,20720,78685,89171,26023,32900,20990,24795,24795,9390,88875,28027
V3X,Surrey Lower West,British Columbia,BC,49.1067,-122.8576,1050,18875,5,1475,1.3,3.4,3.1,5260,19275,21830,6284,7730,5420,6125,6125,2490,21405,6832
V3Y,Pitt Meadows,British Columbia,BC,49.2212,-122.6896,1375,16360,5,235,1.1,2.6,2.9,5150,15640,17982,6787,5840,4475,5325,5325,2120,17950,7084
V4A,Surrey Southwest,British Columbia,BC,49.0374,-122.8299,3145,31970,5,510,0.9,2.4,2.8,10495,29975,36012,14732,9895,9375,10710,10710,8230,35170,15202
V4B,White Rock,British Columbia,BC,49.0259,-122.8058,1735,16795,15,150,0.7,1.9,2.5,5015,13005,19339,9866,3515,4350,5140,5140,4955,18535,10498
V4C,Delta Northeast,British Columbia,BC,49.1551,-122.9124,2410,37090,15,2270,1.3,3.2,3.1,10790,37395,41812,13123,15035,10390,11970,11975,4745,41760,13724
V4E,Delta East,British Columbia,BC,49.1197,-122.9056,975,10680,0,355,1.2,3.1,3.1,3405,11180,12120,3841,4425,3170,3585,3585,1290,11980,3867
V4G,Delta East Central,British Columbia,BC,49.1448,-122.995,5,90,0,5,1,2.4,2.6,25,65,97,44,20,25,25,25,15,100,48
V4K,Delta Central,British Columbia,BC,49.0986,-123.0318,1535,22130,5,305,1.1,2.6,2.9,6830,20745,24439,9155,7570,6110,7060,7065,3980,23825,9343
V4L,Delta Southeast,British Columbia,BC,49.0449,-123.0456,805,6815,5,50,0.8,2.2,2.7,2350,6405,7833,3428,1945,2080,2385,2385,1845,7650,3543
V4M,Delta Southwest,British Columbia,BC,49.0331,-123.0877,1425,12810,0,45,1,2.6,2.9,4185,12475,14287,5468,4345,3855,4270,4275,2820,14160,5576
V4N,Surrey Northeast,British Columbia,BC,49.1707,-122.7326,3100,61845,30,2970,1.3,3.2,3.2,17610,60560,68420,21448,24705,16660,19195,19195,6200,67740,22826
V4P,Surrey South,British Columbia,BC,49.0561,-122.8302,985,10870,5,275,1,2.5,2.9,3535,10430,12143,4747,3605,3190,3635,3630,2610,11980,4945
V4R,Maple Ridge Northwest,British Columbia,BC,49.2903,-122.5169,835,12185,0,95,1.2,3,3.1,3630,11805,13221,4352,4620,3365,3820,3820,1215,13070,4531
V4S,Mission West,British Columbia,BC,49.2528,-122.3574,340,6015,0,135,1.1,2.9,3,1745,5635,6493,2208,2080,1660,1900,1900,680,6445,2373
V4T,Westbank,British Columbia,BC,49.866,-119.7387,1375,23455,5,50,0.9,2.4,2.7,7610,21205,25267,10239,6670,6730,7800,7805,5005,24860,11506
V4V,Winfield,British Columbia,BC,50.0221,-119.4054,900,12660,0,25,0.9,2.4,2.7,4095,11500,13701,5536,3585,3700,4210,4210,2250,13520,6561
V4W,Langley Township East,British Columbia,BC,49.0713,-122.4977,890,18085,5,330,1.2,2.8,3,5210,16545,19411,6991,6425,4615,5510,5515,2480,19300,7404
V4X,Abbotsford West,British Columbia,BC,49.0861,-122.4026,390,10115,5,355,1.3,3.2,3.2,2805,9710,10917,3426,3890,2740,3080,3075,1360,10845,3770
V4Z,Chilliwack East,British Columbia,BC,49.0787,-121.6098,185,3615,0,20,1.1,2.9,3,1085,3440,3924,1309,1280,1035,1135,1130,415,3775,1454
V5A,Burnaby (Government Road / Lake City / SFU / Burnaby Mountain),British Columbia,BC,49.264,-122.9369,1555,21230,5,1005,1.1,2.7,3,6250,19570,23803,8620,7490,5535,6540,6545,2840,23230,9092
V5B,Burnaby (Parkcrest-Aubrey / Ardingley-Sprott),British Columbia,BC,49.2769,-122.9761,1225,19680,10,1265,1.1,2.7,3,5870,18310,22312,8332,6875,5230,6210,6205,3110,22170,8770
V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),British Columbia,BC,49.274,-123.0074,1530,24990,5,1605,1,2.4,2.8,7385,21950,28373,11587,7555,6620,7775,7780,3790,28000,12301
V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),British Columbia,BC,49.2272,-122.9574,1220,22815,25,1895,1.1,2.5,2.9,6690,20640,26291,10280,7475,6060,7105,7105,3420,25610,10868
V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),British Columbia,BC,49.2478,-122.9938,1050,17030,10,965,1.1,2.7,3,4915,15770,19205,6938,6045,4440,5280,5280,2975,18950,7212
V5H,Burnaby (Maywood / Marlborough / Oakalla / Windsor),British Columbia,BC,49.2302,-122.9952,1890,30310,30,3525,0.9,2.2,2.7,9495,26990,35943,16058,9065,8080,9845,9845,5450,35755,16953
V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),British Columbia,BC,49.2038,-122.9921,935,17550,10,1500,1.1,2.8,3,5135,16665,20331,7129,6325,4740,5595,5600,2550,19995,7484
V5K,Vancouver (North Hastings- Sunrise),British Columbia,BC,49.2807,-123.0397,1620,17895,5,2905,1.1,2.8,2.9,5680,18200,22545,8098,6885,5120,6205,6200,3350,22420,8760
V5L,Vancouver (North Grandview- Woodlands),British Columbia,BC,49.2795,-123.0667,2335,15075,15,955,0.8,1.9,2.6,4105,11015,18454,9524,3500,3285,4230,4225,1785,18075,10597
V5M,Vancouver (South Hastings-Sunrise / North Renfrew- Collingwood),British Columbia,BC,49.26,-123.0398,915,18040,15,3405,1.2,2.9,3,5460,18170,22729,7706,7225,4860,6085,6080,3615,22325,8211
V5N,Vancouver (South Grandview- Woodlands / NE Kensington),British Columbia,BC,49.2551,-123.0667,3060,26070,30,3750,1.1,2.5,2.9,7730,23815,33157,13293,8805,6680,8335,8335,3935,32730,14285
V5P,Vancouver (SE Kensington / Victoria- Fraserview),British Columbia,BC,49.222,-123.0683,1100,24905,10,5575,1.2,3.1,3.1,7740,26850,32082,10084,11000,7055,8800,8800,4675,31590,10912
V5R,Vancouver (South Renfrew- Collingwood),British Columbia,BC,49.2397,-123.0407,1575,37710,30,6505,1.2,2.9,3,11175,36945,45899,16063,14680,9890,12375,12375,5935,45800,17022
V5S,Vancouver (Killarney),British Columbia,BC,49.2175,-123.038,1430,23575,10,2330,1.2,2.8,3,7265,23105,27736,9646,9115,6225,7765,7770,3795,26810,9938
V5T,Vancouver (East Mount Pleasant),British Columbia,BC,49.262,-123.0923,2830,18165,25,680,0.7,1.8,2.5,4715,12220,21905,11991,3330,4055,4835,4835,1575,21550,12641
V5V,Vancouver (West Kensington / NE Riley Park- Little Mountain),British Columbia,BC,49.248,-123.0913,2240,18945,10,1875,1.1,2.7,3,5710,18290,23132,8461,6960,5155,6165,6165,2585,23070,9055
V5W,Vancouver (SE Riley Park- Little Mountain / SW Kensington / NE Oakridge / North Sunset),British Columbia,BC,49.2327,-123.0917,1325,16245,5,1570,1.2,2.8,3,4725,15590,19219,6750,6105,4295,5190,5185,2725,19140,7321
V5X,Vancouver (SE Oakridge / East Marpole / South Sunset),British Columbia,BC,49.2156,-123.0979,1110,23705,20,3260,1.3,3.3,3.1,6595,24125,28509,8525,9960,6435,7735,7735,3965,28080,9240
V5Y,Vancouver (West Mount Pleasant / West Riley Park- Little Mountain),British Columbia,BC,49.2492,-123.1104,1615,10935,10,545,0.9,2.2,2.8,3345,9645,13160,5828,3150,3005,3490,3490,1460,13100,6644
V5Z,Vancouver (East Fairview / South Cambie),British Columbia,BC,49.2475,-123.121,2705,17330,25,775,0.8,2,2.7,5390,14615,21413,10286,4490,4620,5510,5505,2900,20725,10852
V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),British Columbia,BC,49.2779,-123.0908,1605,11535,25,2650,0.8,1.7,2.6,2875,7660,17674,7957,2455,2260,2945,2945,2750,13670,8644
V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),British Columbia,BC,49.2788,-123.1139,2900,20470,25,615,0.4,1.6,2.3,5175,12160,24814,14244,2245,4700,5215,5215,1180,23385,16082
V6C,Vancouver (Waterfront / Coal Harbour / Canada Place),British Columbia,BC,49.2869,-123.1177,200,1700,0,95,0.7,1.9,2.5,540,1395,1995,1061,390,450,550,550,195,1995,1514
V6E,Vancouver (South West End),British Columbia,BC,49.2833,-123.1298,3285,21375,30,515,0.4,1.6,2.3,5015,11710,25385,15828,2135,4510,5065,5060,2255,25135,17443
V6G,Vancouver (North West End / Stanley Park),British Columbia,BC,49.299,-123.1408,3705,21260,35,425,0.4,1.5,2.3,5410,12325,25427,16767,2040,4845,5435,5435,3775,25380,18414
V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),British Columbia,BC,49.2559,-123.1322,2455,13925,5,345,0.6,1.7,2.5,3840,9605,17046,9692,2315,3415,3880,3880,1960,16460,10200
V6J,Vancouver (NW Shaughnessy / East Kitsilano / Quilchena),British Columbia,BC,49.2603,-123.146,3265,17135,20,625,0.6,1.8,2.5,5115,12940,21206,11874,3345,4430,5165,5170,2615,20915,12661
V6K,Vancouver (Central Kitsilano),British Columbia,BC,49.2646,-123.1648,4560,20555,15,270,0.7,1.8,2.6,5850,15145,25556,13670,4035,5185,5930,5930,2515,25195,14586
V6L,Vancouver (NW Arbutus Ridge),British Columbia,BC,49.2497,-123.166,1105,8590,5,855,1.2,2.8,3.1,2845,9045,10833,3746,3610,2505,2930,2930,1765,10440,3985
V6M,Vancouver (South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge),British Columbia,BC,49.2344,-123.1451,1660,13650,10,1255,1.1,2.4,2.9,4350,13325,16853,6889,5080,3720,4525,4525,2965,16560,7344
V6N,Vancouver (Dunbar- Southlands / Musqueam),British Columbia,BC,49.2302,-123.189,1830,11835,5,540,1.3,3,3.1,3860,12535,14290,4777,5050,3485,4000,4005,2195,14125,5131
V6P,Vancouver (SE Kerrisdale / SW Oakridge / West Marpole),British Columbia,BC,49.2151,-123.1396,2110,25970,10,2495,1.1,2.5,3,7740,24215,30879,12450,9340,6755,8120,8125,3855,30555,12998
V6R,Vancouver (West Kitsilano / Jericho),British Columbia,BC,49.2666,-123.1976,3330,15065,10,445,1,2.3,2.9,4940,14390,18891,8099,4925,4425,5040,5040,2715,18815,8906
V6S,Vancouver (Chaldecutt / South University Endowment Lands),British Columbia,BC,49.2491,-123.2088,1395,7985,0,475,1.2,2.8,3.1,2675,8470,9854,3479,3350,2380,2740,2740,1150,9750,3880
V6T,Vancouver (UBC),British Columbia,BC,49.4635,-122.822,1235,9785,10,820,1.1,2.4,3,3025,9080,12056,4691,3425,2580,3075,3075,935,11475,5585
V6V,Richmond Northeast,British Columbia,BC,49.1853,-123.0386,445,10000,0,765,1.3,3.3,3.2,2950,10200,11210,3446,4260,2735,3205,3210,995,11205,3552
V6W,Richmond Southeast,British Columbia,BC,49.1534,-123.048,70,1055,0,50,1.1,2.8,3,305,1015,1174,417,365,310,340,340,190,1170,458
V6X,Richmond North,British Columbia,BC,49.1836,-123.1168,1035,24035,15,3950,1.1,2.7,2.9,7630,24130,29146,10578,8910,6905,8315,8315,3355,28965,11427
V6Y,Richmond Central,British Columbia,BC,49.17,-123.1368,1775,36645,20,6145,1,2.5,2.8,12345,36945,44769,17804,13120,10725,13100,13095,6350,44390,18869
V6Z,Vancouver (SW Downtown),British Columbia,BC,49.2755,-123.1252,1850,13500,15,390,0.5,1.7,2.4,3910,9470,15979,8850,2005,3520,3950,3950,1465,15470,10689
V7A,Richmond South,British Columbia,BC,49.1205,-123.1171,1495,22295,10,2405,1.2,3,3.1,6910,23125,26346,8669,9170,6385,7570,7570,3640,26175,8999
V7B,Richmond (Sea Island / YVR),British Columbia,BC,49.1988,-123.1799,60,725,0,5,1.1,2.7,3,225,680,787,291,260,195,230,225,70,780,296
V7C,Richmond West,British Columbia,BC,49.1626,-123.1721,2100,32650,15,4215,1.2,2.9,3,10675,34560,39166,13326,13480,9635,11455,11450,5345,38980,13823
V7E,Richmond Southwest,British Columbia,BC,49.1323,-123.1705,2900,32640,10,2205,1.1,2.8,3,10635,33590,37873,13445,12795,9600,11195,11195,5145,37650,13746
V7G,North Vancouver Outer East,British Columbia,BC,49.3678,-122.9278,1525,10075,5,60,1.1,2.7,3,3395,10435,11672,4297,3960,3015,3465,3465,1445,11665,4450
V7H,North Vancouver Inner East,British Columbia,BC,49.3551,-122.9802,1140,10950,10,110,1.1,2.7,3,3515,10835,12418,4476,4145,3070,3620,3620,1925,12210,4551
V7J,North Vancouver East Central,British Columbia,BC,49.3622,-123.0178,1500,13680,15,210,1.2,2.6,3,4270,13110,15823,5850,5090,3635,4390,4390,2165,15370,6073
V7K,North Vancouver North Central,British Columbia,BC,49.3597,-123.0377,1265,10875,5,135,1.2,2.9,3.1,3470,11070,12317,4239,4355,3140,3575,3575,1415,12280,4451
V7L,North Vancouver South Central,British Columbia,BC,49.316,-123.0576,2210,21735,20,350,0.9,2.1,2.7,6355,17790,24620,11525,5870,5410,6515,6510,3435,24310,12247
V7M,North Vancouver Southwest Central,British Columbia,BC,49.3222,-123.0834,1765,16045,15,345,0.8,2,2.6,4735,12625,18244,9233,3935,3845,4850,4850,2435,18060,9842
V7N,North Vancouver Northwest Central,British Columbia,BC,49.35,-123.0679,1770,12850,10,210,1.1,2.7,3,4145,12800,14860,5429,4865,3670,4265,4265,2345,14745,5725
V7P,North Vancouver Southwest,British Columbia,BC,49.322,-123.1149,1005,10420,5,245,1.1,2.3,2.9,3135,9290,11684,5019,3465,2580,3250,3250,1665,11660,5252
V7R,North Vancouver Northwest,British Columbia,BC,49.3775,-123.0862,1785,12945,5,190,1.2,2.9,3.1,4275,13635,14955,5108,5375,3890,4370,4370,2425,14925,5299
V7S,West Vancouver North,British Columbia,BC,49.3745,-123.1864,1150,9240,10,530,1.1,2.9,3,3165,9875,10927,3823,3690,2885,3310,3305,2135,10920,4352
V7T,West Vancouver Southeast,British Columbia,BC,49.3322,-123.1417,955,7530,5,265,1,2.2,2.8,2415,7050,9129,3889,2525,2055,2470,2475,2265,8750,4166
V7V,West Vancouver South,British Columbia,BC,49.3397,-123.1912,1835,12595,20,300,1,2.2,2.9,4050,11735,14935,6572,4010,3610,4115,4120,4255,14670,7162
V7W,West Vancouver West,British Columbia,BC,49.3615,-123.2627,1185,7380,5,60,1,2.7,2.9,2665,7895,8626,3224,2700,2480,2710,2715,1810,8625,3429
V7X,Vancouver (Bentall Centre),British Columbia,BC,49.2935,-123.1162,,,,,,,,,,5,1,,,,,,,1
V7Y,Vancouver (Pacific Centre),British Columbia,BC,49.2819,-123.119,,,,,,,,,,0,1,,,,,,,3
V8A,Powell River,British Columbia,BC,50.0163,-124.3226,1030,16775,5,20,0.8,2.2,2.6,5320,14180,18021,8122,4215,4560,5405,5405,3705,17600,9015
V8B,Squamish,British Columbia,BC,49.7002,-123.156,935,8190,15,175,1,2.5,2.8,2500,7370,9400,3748,2530,2205,2635,2635,945,9200,4062
V8C,Kitimat,British Columbia,BC,54.0524,-128.6534,570,7660,10,60,0.9,2.3,2.8,2510,6995,8335,3630,2310,2150,2535,2535,1080,8290,4280
V8G,Terrace,British Columbia,BC,54.5163,-128.6035,1050,17485,15,70,1.1,2.5,2.9,5215,15455,18793,7489,5745,4355,5350,5355,2280,18590,8188
V8J,Prince Rupert,British Columbia,BC,54.3161,-130.3201,560,11885,5,95,1.1,2.5,2.9,3440,10350,12620,5030,4040,2735,3570,3570,1440,12475,5900
V8K,Saltspring Island,British Columbia,BC,48.8138,-123.4973,1250,8880,0,20,0.7,2.1,2.6,2950,7765,10237,4663,2170,2590,3010,3010,2410,10010,5654
V8L,Sidney,British Columbia,BC,48.6496,-123.4026,2085,20515,5,35,0.7,2.2,2.6,6950,18335,22800,10003,4910,6285,7145,7140,6490,22210,10928
V8M,Central Saanich,British Columbia,BC,48.5663,-123.4193,1280,13990,10,35,0.9,2.3,2.7,4530,12710,15515,6546,4025,4000,4675,4680,3340,15305,6875
V8N,Saanich East,British Columbia,BC,48.4765,-123.3145,2435,21170,10,520,1,2.6,2.8,6785,19870,24192,9305,6805,6080,6990,6990,4770,23825,11394
V8P,Saanich Southeast,British Columbia,BC,48.4583,-123.3325,1925,15260,5,200,0.8,2.2,2.7,4650,12850,17612,7638,3955,4110,4790,4790,3630,17135,8303
V8R,Oak Bay North,British Columbia,BC,48.4496,-123.3026,2910,19455,10,160,0.8,2.1,2.7,5770,15640,22945,10575,4895,4900,5855,5850,3685,22015,11359
V8S,Oak Bay South,British Columbia,BC,48.42,-123.3047,2565,13780,5,30,0.8,2.1,2.6,4645,12410,16710,7832,3550,4155,4705,4705,3685,16350,8416
V8T,Victoria North,British Columbia,BC,48.4392,-123.3566,1950,15820,10,305,0.8,1.9,2.6,4085,10650,18975,9295,3380,3105,4160,4165,1785,17685,10184
V8V,Victoria South,British Columbia,BC,48.4167,-123.365,3200,20015,15,95,0.5,1.6,2.3,5230,12250,24260,14609,2585,4395,5270,5270,5000,23080,16206
V8W,Victoria Central British Columbia Provincial Government,British Columbia,BC,48.4267,-123.3655,540,3560,5,80,0.2,1.4,2.1,680,1450,4516,2783,160,605,680,680,510,3770,3422
V8X,Saanich South,British Columbia,BC,48.4777,-123.3658,1745,19880,5,280,0.9,2.2,2.7,5920,16275,22240,9853,5200,5005,6075,6070,3390,21690,10421
V8Y,Saanich North,British Columbia,BC,48.5247,-123.3745,810,8990,0,95,0.8,2.5,2.7,3100,8675,9906,3976,2590,2905,3185,3185,2465,9890,4199
V8Z,Saanich Central,British Columbia,BC,48.4993,-123.4003,1935,26715,5,445,1,2.5,2.8,8205,24095,29370,11475,8595,6975,8520,8515,3940,28995,12020
V9A,Esquimalt,British Columbia,BC,48.4496,-123.4193,3635,31540,35,150,0.7,2,2.5,9265,23875,35689,18027,6840,7605,9430,9430,5680,35175,19537
V9B,Highlands,British Columbia,BC,48.4793,-123.5271,2620,36140,20,155,0.9,2.5,2.8,11125,31985,39182,15771,10830,9665,11485,11485,4335,38705,16978
V9C,Metchosin,British Columbia,BC,48.3829,-123.5359,1570,18290,20,30,0.9,2.7,2.8,5875,17230,20069,7439,5640,5465,6120,6125,2385,19730,7905
